Age,KM,Fuel_Type,HP,Automatic,CC,Quarterly_Tax,Weight,Price
47,40000,Petrol,110,0,1600,85,1080,11000
50,39706,Petrol,110,0,1600,85,1080,13500
54,39291,Petrol,110,0,1600,69,1040,10950
54,39000,Petrol,97,0,1400,69,1025,10750
47,38900,Petrol,97,0,1400,69,1025,8950
51,38403,Petrol,110,0,1600,85,1055,12950
56,37461,Petrol,97,0,1400,69,1025,9750
54,37000,Petrol,97,0,1400,69,1025,10900
55,36406,Petrol,110,0,1600,69,1035,10995
48,36005,Petrol,97,0,1400,85,1065,10750
52,36000,Petrol,110,0,1600,85,1075,10950
49,36000,Petrol,110,0,1600,85,1080,13000
45,36000,Petrol,110,1,1600,85,1070,12950
52,35823,Petrol,110,0,1600,85,1075,11500
56,35230,Petrol,97,0,1400,69,1025,10950
48,35142,Petrol,110,0,1600,85,1055,11710
49,34890,Petrol,97,0,1400,69,1025,9980
51,34882,Petrol,110,0,1600,85,1075,12250
46,34000,Petrol,110,0,1600,85,1075,11500
56,33998,Petrol,110,0,1600,85,1080,11950
55,33230,Petrol,110,0,1600,69,1050,11500
46,33021,Petrol,110,0,1600,85,1080,11900
49,31999,Petrol,97,0,1400,69,1030,11930
52,31579,Petrol,97,0,1400,69,1025,10500
56,31000,Petrol,97,0,1400,69,1025,8950
46,30806,Petrol,97,0,1400,85,1060,10450
55,30461,Petrol,86,0,1300,69,1050,10500
50,29686,Petrol,110,1,1600,85,1075,12950
55,29650,Petrol,86,0,1300,69,1025,9950
52,29500,Petrol,110,0,1600,85,1055,12900
48,28656,Petrol,97,0,1400,19,1085,9950
55,27500,Petrol,97,0,1400,69,1025,9950
48,26938,Petrol,110,0,1600,69,1040,10950
53,26624,Petrol,97,0,1400,85,1060,10950
47,26221,Petrol,97,0,1400,69,1025,9950
50,22648,Petrol,97,0,1400,85,1060,10950
50,22500,Petrol,97,0,1400,69,1025,10800
56,19313,Petrol,97,0,1400,69,1025,10500
50,17619,Petrol,110,0,1600,69,1030,10450
51,17069,Petrol,97,0,1400,69,1025,10600
48,15000,Petrol,97,0,1400,69,1025,10450
50,10210,Petrol,97,0,1400,85,1065,12950
47,5309,Petrol,110,1,1600,85,1070,11250
50,1,Diesel,90,0,2000,64,1260,7500
52,31000,Petrol,97,0,1398,69,1025,8950
58,205000,Diesel,72,0,2000,185,1100,6950
68,204250,Diesel,72,0,2000,185,1115,7900
68,194545,Petrol,86,0,1300,69,1000,5950
59,190900,Diesel,72,0,2000,185,1115,7500
62,183500,Diesel,72,0,2000,185,1140,7500
65,176184,Diesel,72,0,2000,185,1115,6900
67,174833,Diesel,72,0,2000,185,1100,5751
68,155720,Petrol,86,0,1300,69,1015,6950
67,155500,Petrol,110,0,1600,69,1050,7950
59,154783,Diesel,72,0,2000,185,1120,7750
64,154462,Diesel,72,0,2000,185,1135,7950
64,150585,Petrol,110,0,1600,85,1065,8250
67,149000,Diesel,90,0,2000,64,1135,6250
62,147636,Diesel,72,0,2000,185,1135,9500
59,144521,Diesel,72,0,2000,64,1135,6900
64,144000,CNG,110,0,1600,72,1065,8450
65,140168,Diesel,72,0,2000,185,1115,7350
68,140000,Petrol,110,0,1600,85,1085,8950
60,139800,Diesel,72,0,2000,185,1115,6900
59,137050,CNG,110,0,1600,197,1078,8950
61,136956,Petrol,110,0,1600,85,1065,8750
67,135337,CNG,110,0,1600,197,1120,7950
64,133769,Diesel,72,0,2000,185,1120,8950
58,133405,Diesel,72,0,2000,185,1135,8950
65,132807,Diesel,72,0,2000,185,1135,8950
64,132393,Diesel,72,0,2000,185,1135,7950
60,130270,Petrol,110,0,1600,69,1050,7750
59,130000,Diesel,72,0,2000,185,1135,7500
67,127000,Diesel,72,0,2000,185,1135,8950
67,126800,Diesel,72,0,2000,185,1135,9800
66,126452,Petrol,110,0,1600,85,1085,9450
62,125175,Diesel,116,0,2000,185,1150,8950
68,125000,Diesel,72,0,2000,185,1115,8750
61,123000,Diesel,72,0,2000,185,1135,10500
59,121626,Petrol,86,0,1300,69,1050,7995
64,120400,Petrol,110,0,1600,85,1090,10450
66,120000,Diesel,72,0,2000,185,1100,9950
68,119541,Petrol,110,0,1600,85,1055,9950
68,119500,Petrol,110,0,1600,85,1070,8950
68,119289,Petrol,110,0,1600,69,1035,7950
57,118833,Petrol,110,0,1600,85,1065,10950
64,118000,Diesel,72,0,2000,185,1150,9950
68,117955,Petrol,110,1,1600,85,1065,8600
65,117609,Petrol,86,0,1300,69,1015,7250
68,117000,Diesel,72,0,2000,185,1115,6950
64,116000,Petrol,86,0,1300,69,1045,8000
58,115715,Petrol,110,0,1600,85,1070,9950
60,115191,CNG,110,0,1600,197,1079,9450
68,115071,Petrol,110,0,1600,85,1055,7950
63,115000,CNG,110,0,1600,197,1109,9450
64,114846,Petrol,110,0,1600,85,1075,9950
65,114383,Diesel,90,0,2000,64,1260,6950
59,113700,Petrol,110,0,1600,19,1065,8250
67,113118,Petrol,86,0,1300,69,1020,9950
59,112827,Petrol,86,0,1300,69,1040,8250
68,112116,Petrol,110,0,1600,85,1070,9950
66,112000,Petrol,110,0,1600,85,1065,10500
62,112000,Diesel,72,0,2000,64,1135,7950
65,111769,Petrol,110,0,1600,85,1065,9750
61,110853,Petrol,110,0,1600,85,1070,9250
68,110287,Petrol,110,0,1600,69,1050,9500
62,109547,Petrol,110,0,1600,85,1075,9950
63,109230,Petrol,110,0,1600,69,1050,7750
68,109150,Petrol,110,0,1600,85,1075,9500
67,108793,Petrol,110,0,1600,69,1035,9950
64,106784,Petrol,110,1,1600,19,1050,9750
58,105942,Petrol,86,0,1300,69,1040,9750
59,105000,Petrol,86,0,1300,19,1015,5950
62,105000,Petrol,86,0,1300,69,1040,8500
68,104299,Petrol,110,0,1600,85,1085,8495
67,104000,Petrol,86,0,1300,69,1020,9250
68,104000,Petrol,86,0,1300,19,1015,6900
58,103458,Petrol,86,0,1300,69,1025,8950
63,103400,Petrol,110,0,1600,85,1075,9500
63,102807,Petrol,86,0,1300,85,1055,9250
68,102494,Petrol,110,0,1600,85,1090,9895
57,102300,Diesel,72,0,2000,185,1135,9950
61,102106,Petrol,110,0,1600,69,1050,7950
68,101889,Petrol,110,0,1600,85,1075,8750
57,101791,Diesel,72,0,2000,185,1115,8250
63,101469,Petrol,110,0,1600,85,1065,8950
68,101001,Petrol,110,0,1600,85,1075,8950
61,100748,Petrol,110,0,1600,85,1070,8950
65,100550,Petrol,110,0,1600,85,1075,8950
67,99781,Petrol,110,0,1600,85,1085,9450
59,98658,Petrol,86,0,1300,69,1020,8950
65,98500,Petrol,110,0,1600,85,1075,9250
64,98291,Petrol,86,0,1300,69,1000,8750
61,97648,Petrol,110,0,1600,85,1065,9950
61,97425,Petrol,110,0,1600,85,1075,9950
65,97173,Petrol,86,0,1300,69,1015,9900
66,97046,Petrol,86,0,1300,69,1000,8950
67,96000,Petrol,110,0,1600,69,1050,8950
60,96000,Diesel,72,0,2000,185,1100,12250
67,95750,Petrol,110,0,1600,85,1070,9250
61,95147,Petrol,110,0,1600,85,1050,10250
68,95000,Petrol,110,0,1600,69,1050,8950
65,95000,Petrol,110,0,1600,69,1050,7999
66,94606,Petrol,110,0,1600,85,1065,9900
63,94504,Petrol,86,0,1300,69,1000,8250
65,93428,Petrol,110,0,1600,85,1075,10500
65,93408,Petrol,86,0,1300,69,1015,8450
68,93296,Petrol,110,0,1600,85,1090,9900
62,93098,Petrol,110,0,1600,85,1075,10500
67,92922,Diesel,72,0,2000,185,1100,8500
61,92498,Petrol,110,0,1600,69,1050,9500
65,92226,Petrol,110,0,1600,85,1065,9450
68,91505,Diesel,72,0,2000,185,1115,9900
64,91333,Petrol,110,0,1600,69,1050,8250
65,91246,Petrol,86,0,1300,69,1015,8750
58,91000,Petrol,110,0,1600,85,1075,9500
68,90727,Petrol,110,0,1600,69,1050,8450
62,90000,Petrol,110,0,1600,69,1050,8490
60,89576,Petrol,110,0,1600,69,1035,8750
64,89145,Petrol,86,0,1300,69,1025,9750
63,89000,Petrol,110,0,1600,85,1085,9950
68,88807,Petrol,110,0,1600,69,1050,8500
63,88685,Petrol,110,0,1600,85,1070,8450
62,88667,Petrol,110,0,1600,69,1040,7900
57,88480,Petrol,110,0,1600,69,1050,8750
61,88127,Petrol,86,0,1300,69,1015,7950
62,88000,Petrol,86,0,1300,69,1020,6900
65,87821,Petrol,86,0,1300,69,1015,8150
59,87654,Petrol,86,1,1300,85,1065,10995
59,86888,Petrol,110,0,1600,69,1050,8900
59,86871,Petrol,86,0,1300,69,1040,9500
68,86714,Petrol,110,0,1600,69,1035,8950
65,85889,Petrol,110,0,1600,85,1065,11500
62,85000,Petrol,110,0,1600,69,1050,10450
60,85000,Petrol,86,0,1300,69,1025,10500
68,84976,Petrol,110,0,1600,69,1035,9250
65,84558,Petrol,110,0,1600,19,1120,10950
62,84549,Petrol,110,0,1600,85,1075,10450
68,84482,Petrol,110,0,1600,85,1075,9250
62,83908,Petrol,110,0,1600,85,1070,8750
67,83560,Petrol,86,0,1300,69,1015,8750
68,83000,Petrol,107,1,1600,85,1100,9800
64,82723,Petrol,86,0,1300,69,1015,8250
62,82421,Petrol,110,0,1600,85,1065,10450
58,82254,Petrol,110,0,1600,69,1050,9750
61,82115,Petrol,110,0,1600,85,1055,8950
65,82000,Petrol,86,0,1300,69,1015,7450
68,81965,Petrol,86,0,1300,69,1035,8450
66,81250,Petrol,110,0,1600,19,1050,8250
65,81192,Petrol,110,0,1600,85,1065,10950
61,81170,Petrol,110,0,1600,69,1040,8950
66,81083,Petrol,86,0,1300,69,1015,8750
61,80714,Petrol,110,0,1600,85,1075,10450
57,80470,Petrol,110,0,1600,85,1085,10950
65,80439,Petrol,110,0,1600,69,1035,8450
59,80430,Petrol,110,0,1600,85,1065,9950
68,80426,Petrol,110,0,1600,85,1055,9950
62,80265,Petrol,86,0,1300,69,1015,8750
65,80153,Petrol,110,0,1600,85,1070,9950
68,80121,Petrol,110,0,1600,85,1070,9500
65,80086,Petrol,110,0,1600,69,1035,8250
62,80000,Petrol,110,0,1600,85,1075,10950
60,80000,Petrol,86,0,1300,19,1015,7950
65,80000,Petrol,86,0,1300,19,1015,8250
67,79858,Petrol,110,0,1600,69,1040,9895
67,79762,Petrol,86,0,1300,69,1015,9130
59,79660,Petrol,86,1,1300,85,1065,10950
60,79150,Petrol,110,0,1600,85,1075,10500
61,79000,Petrol,110,0,1600,69,1050,8900
57,78955,Petrol,86,0,1300,69,1045,9500
59,78750,Diesel,90,0,1975,210,1155,10950
68,78521,Petrol,86,0,1300,69,1015,7950
64,78356,Petrol,86,0,1300,69,1015,7950
65,78076,Petrol,86,0,1300,69,1015,7950
61,78063,Petrol,107,1,1600,85,1100,9500
67,77821,Petrol,110,0,1600,85,1075,10950
68,77695,Petrol,110,0,1600,69,1035,9750
65,77500,Petrol,110,0,1600,69,1050,9750
63,77457,Petrol,110,0,1600,85,1055,9450
68,77029,Petrol,86,0,1300,69,1015,8950
68,77008,Petrol,86,0,1300,69,1015,8950
66,76791,Petrol,110,0,1600,85,1070,8900
61,76700,Petrol,86,0,1300,69,1035,9950
67,76569,Petrol,86,0,1300,69,1020,8750
59,76162,Petrol,110,0,1600,85,1075,8950
65,76155,Petrol,110,0,1600,69,1035,8990
61,75609,Petrol,86,0,1300,69,1015,8950
62,75569,Diesel,72,0,2000,185,1120,8950
67,75429,Petrol,110,0,1600,85,1065,9950
68,75000,Petrol,110,0,1600,85,1075,9900
65,75000,Petrol,86,0,1300,19,1015,8950
62,75000,Petrol,110,0,1600,85,1070,8950
66,74963,Petrol,107,1,1600,85,1085,9500
68,74889,Petrol,86,0,1300,69,1015,7950
68,74875,Petrol,110,0,1600,85,1070,7750
63,74747,Petrol,110,0,1600,85,1075,8950
60,74720,Petrol,110,0,1600,85,1085,11950
62,74457,Petrol,110,0,1600,85,1075,8950
60,74337,Petrol,86,0,1300,69,1035,11950
68,74308,Petrol,110,0,1600,69,1050,8950
64,74193,Petrol,110,0,1600,69,1050,9950
65,74179,Petrol,110,0,1600,69,1050,8250
67,73936,Petrol,86,0,1300,69,1050,8995
61,73894,Petrol,110,0,1600,85,1065,9995
64,73500,Petrol,110,0,1600,69,1050,9250
64,73376,Petrol,110,0,1600,85,1070,10950
64,73300,Petrol,86,0,1300,69,1015,8900
58,73172,Petrol,110,0,1600,85,1075,9500
58,72928,Petrol,110,0,1600,85,1075,9950
67,72880,Petrol,86,0,1332,69,1015,7950
63,72522,Petrol,110,0,1600,69,1050,8250
64,72000,Petrol,86,0,1300,69,1015,9450
57,72000,Petrol,86,0,1300,69,1015,7950
59,71366,Petrol,110,0,1600,85,1065,9500
65,71317,Petrol,110,0,1600,69,1050,8950
62,71000,Petrol,110,0,1600,85,1070,10950
60,70954,Petrol,110,0,1600,69,1050,8950
63,70908,Petrol,86,0,1300,69,1035,9450
58,70560,Petrol,110,0,1600,69,1050,8000
67,70552,Petrol,110,0,1600,85,1075,9900
62,70500,Petrol,110,0,1600,69,1035,8950
60,70453,Diesel,72,0,2000,185,1135,10900
59,70218,Petrol,110,0,1600,69,1050,9450
64,70116,Petrol,110,0,1600,69,1035,8450
65,70068,Petrol,110,0,1600,85,1075,9500
67,70000,Petrol,107,1,1587,19,1065,10500
68,70000,Petrol,86,0,1300,69,1015,6950
68,69103,Petrol,110,0,1600,69,1035,9750
58,69022,Petrol,86,0,1300,69,1035,6950
67,69000,Petrol,110,0,1600,85,1065,9650
68,68865,Petrol,110,0,1600,85,1065,9950
58,68723,Petrol,86,0,1300,69,1025,9250
63,68453,Petrol,110,0,1600,85,1070,8950
63,68238,Petrol,86,0,1300,69,1050,9900
63,68153,Petrol,110,0,1600,85,1085,10995
65,68000,Petrol,110,0,1600,85,1075,10500
65,68000,Petrol,86,0,1300,69,1015,8950
67,67762,Petrol,110,0,1600,85,1065,9750
68,67146,Petrol,110,0,1600,85,1075,10950
67,67110,Petrol,86,0,1300,69,1035,9750
59,67010,Petrol,110,0,1600,85,1065,9950
65,67003,Petrol,110,0,1600,69,1035,10500
68,66785,Petrol,86,1,1300,69,1045,10400
68,66550,Petrol,86,0,1332,69,1010,8800
61,66259,Petrol,110,0,1600,85,1065,10500
62,66082,Petrol,110,0,1600,85,1070,9250
65,66000,Petrol,86,0,1300,69,1015,7800
61,66000,Petrol,110,0,1600,69,1050,9950
63,65896,Petrol,110,0,1600,85,1065,10750
67,65785,Petrol,110,0,1600,85,1075,10950
65,65513,Petrol,110,1,1600,85,1070,9950
59,65463,Petrol,110,0,1600,85,1070,9950
68,65400,Petrol,86,0,1300,69,1000,8100
60,65259,Petrol,110,0,1600,69,1050,9250
64,65000,Petrol,110,0,1600,69,1050,7800
68,65000,Petrol,110,0,1600,85,1070,9000
57,65000,Petrol,110,0,1600,69,1035,8950
62,64966,Petrol,86,0,1300,69,1020,8950
68,64950,Petrol,110,0,1600,85,1075,9950
60,64914,Petrol,110,0,1600,85,1070,8500
62,64797,Petrol,110,0,1600,85,1075,7995
65,64772,Petrol,110,0,1600,69,1050,8750
63,64690,Petrol,86,0,1300,69,1020,9750
65,64630,Petrol,110,0,1600,85,1070,10950
67,64613,Petrol,110,0,1600,85,1085,9750
60,64383,Petrol,86,0,1300,69,1015,8200
68,64000,Petrol,110,0,1600,85,1075,8950
66,63881,Petrol,86,0,1300,69,1015,9500
58,63870,Diesel,72,0,2000,185,1135,10950
66,63328,Petrol,86,1,1300,85,1065,9750
65,63000,Petrol,86,1,1300,85,1065,9950
61,63000,Petrol,86,1,1300,69,1050,10450
65,62396,Petrol,110,0,1600,69,1050,9850
62,62377,Petrol,110,0,1600,85,1075,9450
67,62316,Petrol,110,0,1600,69,1050,10295
68,62292,Petrol,110,0,1600,85,1065,9750
65,62225,Petrol,110,0,1600,69,1050,8950
68,62222,Petrol,110,0,1600,85,1075,9900
66,62135,Petrol,86,0,1300,69,1035,8750
58,62024,Petrol,110,0,1600,85,1075,9950
60,61977,Petrol,86,0,1300,69,1015,8500
62,61930,Petrol,110,0,1600,69,1035,9950
57,61682,Petrol,110,0,1600,69,1050,10950
68,61568,Petrol,110,0,1600,69,1035,9795
68,61504,Petrol,110,0,1600,69,1035,8750
65,61384,Petrol,110,0,1600,69,1050,8250
58,61343,Petrol,110,0,1600,85,1075,9950
62,61254,Petrol,110,0,1600,85,1075,9950
59,61166,Petrol,110,0,1600,69,1050,10500
62,61149,Petrol,86,0,1300,69,1040,9750
61,61144,Petrol,110,0,1600,85,1090,11250
59,61127,Petrol,110,0,1600,69,1050,8900
60,61100,Petrol,86,0,1300,69,1015,7950
68,61100,Petrol,110,0,1600,85,1075,11500
57,61000,Petrol,110,0,1600,69,1050,9450
65,60724,Petrol,86,0,1300,69,1015,7995
59,60708,Petrol,86,0,1300,69,1045,10995
61,60532,Petrol,110,0,1600,69,1050,8950
67,60000,Petrol,86,1,1300,69,1030,8250
66,60000,Petrol,86,0,1300,69,1015,8950
65,60000,Petrol,86,0,1300,69,1015,8950
62,59295,Petrol,86,0,1300,69,1035,9500
65,59264,Petrol,86,0,1300,69,1015,7500
63,59000,Petrol,110,0,1600,69,1050,8950
63,59000,Petrol,86,0,1300,19,1035,9950
65,59000,Petrol,110,0,1600,19,1075,9750
61,59000,Petrol,110,0,1600,85,1070,9450
65,59000,Petrol,110,0,1600,69,1050,9950
68,58860,Petrol,110,0,1600,85,1055,9750
65,58829,Petrol,110,0,1600,69,1050,8950
66,58654,Petrol,110,0,1600,85,1070,8250
65,58300,Petrol,86,0,1300,69,1015,7750
60,58269,Petrol,110,0,1600,69,1050,8950
64,58136,Petrol,110,0,1600,85,1075,9950
66,58113,Petrol,107,1,1600,85,1085,9450
67,58058,Petrol,110,0,1600,85,1065,12950
58,58000,Petrol,110,0,1600,69,1050,9950
62,58000,Petrol,110,0,1600,85,1065,10495
68,57565,Petrol,86,0,1300,69,1035,7950
63,57413,Petrol,107,1,1600,85,1115,10500
65,57374,Petrol,110,0,1600,85,1075,8950
62,57179,Petrol,110,0,1600,85,1075,9900
61,57169,Petrol,110,0,1600,85,1065,9995
63,57124,Petrol,110,0,1600,85,1065,9950
63,57000,Petrol,110,0,1600,69,1050,9950
67,57000,Petrol,110,0,1600,69,1050,8250
63,57000,Petrol,86,0,1300,69,1035,9950
59,56259,Petrol,86,0,1300,69,1015,8950
62,56209,Petrol,107,1,1600,85,1080,10950
67,56074,Petrol,86,0,1300,69,1000,9250
63,55942,Petrol,110,0,1600,85,1070,9950
57,55844,Petrol,86,0,1300,69,1045,9995
61,55747,Petrol,86,0,1300,69,1020,8750
58,55478,Petrol,86,0,1300,69,1045,10950
60,55085,Petrol,107,1,1600,85,1105,10350
65,55061,Petrol,110,0,1600,85,1070,9950
65,55000,Petrol,86,0,1300,69,1015,8950
57,55000,Petrol,110,0,1600,85,1075,10950
63,54936,Petrol,110,0,1600,85,1075,10950
68,54875,Petrol,110,0,1600,85,1070,8950
67,54847,Petrol,110,0,1600,69,1050,8900
60,54554,Petrol,110,0,1600,85,1065,10250
61,54125,Petrol,110,0,1600,69,1035,9450
61,54000,Petrol,110,0,1600,85,1055,9250
57,54000,Petrol,110,0,1600,85,1075,10500
58,54000,Petrol,86,0,1300,69,1035,7350
57,54000,Petrol,110,0,1600,19,1135,10250
62,53285,Petrol,110,0,1600,85,1075,10250
65,53053,Petrol,110,0,1600,85,1075,11500
68,53000,Petrol,110,1,1587,19,1075,8950
68,53000,Petrol,86,0,1300,69,1015,7750
64,52968,Petrol,110,0,1600,69,1050,9500
67,52800,Petrol,86,0,1300,69,1015,8450
57,52548,Petrol,110,0,1600,69,1050,8950
60,52487,Petrol,110,0,1600,69,1035,8400
66,52383,Petrol,86,0,1300,69,1015,9250
61,52112,Petrol,110,0,1600,69,1035,8900
58,51712,Petrol,110,0,1600,69,1050,8750
58,51421,Petrol,110,1,1600,85,1105,10950
61,51235,Petrol,86,0,1300,69,1000,8950
65,51000,Petrol,86,0,1300,69,1015,8950
61,50925,Petrol,110,0,1600,85,1070,8895
66,50806,Petrol,86,0,1300,19,1480,9390
59,50469,Petrol,110,0,1600,85,1070,8750
61,50173,Petrol,110,0,1600,85,1075,9750
62,50000,Petrol,110,0,1600,85,1075,9950
65,49942,Petrol,110,0,1600,85,1065,10950
67,49585,Petrol,110,0,1600,85,1085,9900
62,49258,Petrol,110,0,1600,69,1035,9500
61,49000,Petrol,110,0,1600,69,1050,9950
63,48738,Petrol,110,0,1600,85,1055,9950
62,47750,Petrol,86,0,1300,69,1040,10500
63,47612,Petrol,86,0,1300,69,1015,9950
68,47500,Petrol,86,0,1300,69,1035,10495
66,47237,Petrol,110,0,1600,69,1050,9500
58,47171,Petrol,86,0,1300,69,1015,8500
60,47060,Petrol,110,0,1600,69,1035,10450
65,47014,Petrol,86,0,1300,69,1015,8950
59,46929,Petrol,86,0,1300,69,1025,9900
63,46000,Petrol,86,0,1300,69,1035,8900
65,45681,Petrol,110,0,1600,69,1050,8745
65,45549,Petrol,86,0,1300,69,1015,8750
57,45000,Petrol,110,0,1600,69,1050,10750
57,45000,Petrol,110,0,1600,69,1050,9750
65,45000,Petrol,110,0,1600,85,1075,8850
66,45000,Petrol,86,0,1300,69,1035,7950
63,45000,Petrol,110,0,1600,69,1035,9450
61,45000,Petrol,107,1,1600,85,1085,9950
63,44944,Petrol,110,0,1600,69,1035,8250
61,44597,Petrol,86,0,1300,19,1015,9950
68,44458,Petrol,86,0,1300,69,1015,9995
59,43818,Petrol,110,0,1600,85,1070,9950
60,43426,Petrol,110,0,1600,85,1070,10495
58,43000,CNG,110,1,1600,72,1114,7950
68,43000,Petrol,110,0,1600,69,1035,8950
57,43000,Petrol,110,0,1600,85,1075,9695
64,43000,Petrol,86,0,1300,69,1015,7750
68,42750,Petrol,110,0,1600,69,1050,9950
67,42102,Petrol,110,0,1600,85,1075,9950
63,41586,Petrol,110,0,1600,19,1114,9950
64,41200,Petrol,110,0,1600,85,1070,9900
57,40214,Petrol,86,0,1300,69,1025,10950
60,40000,Petrol,86,0,1300,69,1000,8950
66,39222,Petrol,86,1,1300,69,1045,8950
66,39144,Petrol,110,0,1600,69,1050,8250
62,39000,Petrol,110,0,1600,85,1075,10250
61,38019,Petrol,110,0,1600,85,1070,8750
68,37759,Petrol,110,0,1600,85,1070,9750
61,37500,Petrol,110,0,1600,85,1085,10950
60,37111,Petrol,110,0,1600,69,1050,10950
62,37000,Petrol,86,0,1300,69,1015,9750
59,36954,Petrol,110,0,1600,69,1050,8900
60,36943,Petrol,110,0,1600,85,1070,9500
63,36923,Petrol,86,0,1300,69,1050,9950
66,36658,Petrol,110,0,1600,69,1050,9950
65,36000,Petrol,86,0,1300,69,1015,8250
65,36000,Petrol,110,0,1600,85,1065,10450
62,35512,Petrol,110,0,1600,85,1065,10950
65,35283,Petrol,86,0,1300,69,1015,9250
68,35000,Petrol,110,0,1600,69,1050,8900
57,35000,Petrol,86,0,1300,69,1045,10900
64,34114,Petrol,110,0,1600,69,1050,9750
58,34000,Petrol,110,0,1600,85,1075,11950
68,33847,Petrol,86,0,1300,69,1000,7900
57,33535,Petrol,110,0,1600,69,1035,10900
65,33000,Petrol,110,0,1600,69,1050,10450
59,32150,Petrol,110,0,1600,85,1085,10950
65,31588,Petrol,86,0,1300,69,1015,9950
60,31480,Petrol,110,0,1600,85,1065,10750
57,31307,Petrol,110,0,1600,85,1070,9900
68,31000,Petrol,110,0,1600,69,1035,10750
58,30634,Petrol,110,0,1600,85,1075,10450
68,30300,Petrol,86,0,1300,69,1000,9450
60,28500,Petrol,86,1,1300,69,1045,10750
60,28500,Petrol,110,0,1600,85,1075,10950
57,28000,Petrol,86,0,1300,69,1015,10000
68,26698,Petrol,110,0,1600,85,1055,10500
62,26000,Petrol,107,1,1600,85,1085,12500
62,25505,Petrol,86,0,1300,69,1035,8950
58,25000,Petrol,110,0,1600,85,1075,10500
66,22835,Petrol,110,0,1600,69,1050,9245
59,22705,Petrol,110,0,1600,85,1075,10950
63,22178,Petrol,86,0,1300,69,1015,9500
62,17345,Petrol,110,0,1600,69,1050,10900
67,15535,Petrol,86,1,1300,69,1030,10950
66,15110,Petrol,86,0,1300,69,1035,9450
73,232940,Diesel,72,0,2000,40,1172,5900
79,218118,Diesel,72,0,2000,185,1150,6950
78,217764,Diesel,72,0,2000,185,1135,6000
79,207114,CNG,110,0,1600,197,1114,5250
74,203254,Diesel,72,0,2000,64,1135,4400
77,200732,Diesel,72,0,2000,185,1100,6750
69,197501,Diesel,72,0,2000,185,1135,8500
80,194765,Diesel,72,0,2000,185,1120,6150
76,191620,Diesel,72,0,2000,185,1150,6950
76,183277,Diesel,72,0,2000,185,1115,5750
78,180378,Diesel,72,0,2000,185,1100,8750
70,178800,Diesel,72,0,2000,185,1115,6500
73,176177,Petrol,110,0,1600,85,1075,5950
78,176000,Petrol,86,0,1300,69,1035,6500
77,172980,Diesel,72,0,2000,64,1135,10500
77,170000,Diesel,72,0,2000,185,1100,8500
71,164000,Petrol,110,0,1600,19,1050,7950
78,161775,Petrol,86,0,1300,69,1015,5800
80,160000,Petrol,86,0,1300,69,1015,6750
78,159968,Diesel,72,0,2000,185,1115,6950
74,159908,Petrol,110,0,1600,69,1050,5740
73,158492,Petrol,86,0,1300,69,1015,6550
69,156204,Diesel,72,0,2000,185,1115,8950
73,156169,Petrol,86,0,1300,69,1035,6750
78,155210,Petrol,110,0,1600,69,1050,7950
69,155000,Diesel,72,0,2000,185,1115,7950
76,154900,Diesel,72,0,2000,185,1140,7450
70,151300,Diesel,72,0,2000,185,1150,7750
71,151000,CNG,110,0,1600,197,1094,6450
75,150000,Diesel,72,0,2000,64,1135,7900
69,146304,Diesel,72,0,2000,185,1115,6900
75,146197,Petrol,86,0,1300,69,1015,5600
77,145996,Petrol,110,0,1600,69,1035,5950
80,143560,Petrol,86,1,1300,69,1045,6950
71,139145,Diesel,73,0,2000,185,1115,7950
79,138500,Petrol,86,0,1300,69,1050,8950
74,137741,Diesel,90,0,2000,185,1135,7950
80,137178,Diesel,90,0,2000,185,1135,9500
76,134889,Diesel,72,0,2000,185,1115,8600
71,134660,Diesel,72,0,2000,64,1135,5950
73,134539,Petrol,110,0,1600,85,1070,7750
79,131500,Diesel,72,0,2000,185,1140,7950
77,131307,Petrol,110,0,1600,69,1050,6950
74,130025,Petrol,110,0,1600,69,1050,7250
78,130000,Petrol,86,0,1300,19,1015,6500
77,128960,Petrol,110,0,1600,85,1070,7250
80,128351,Petrol,110,0,1600,85,1070,9250
73,128006,Petrol,110,0,1600,69,1050,8250
71,127159,Diesel,72,0,2000,185,1115,7250
72,126478,Petrol,110,0,1600,69,1035,5250
77,126000,Petrol,110,0,1600,69,1050,7900
76,125778,Petrol,110,0,1600,69,1050,6900
75,125400,Petrol,110,0,1600,69,1050,7900
74,124910,Diesel,72,0,2000,185,1135,7250
70,124743,Petrol,110,0,1600,69,1050,8450
76,124591,Petrol,110,0,1600,85,1075,7950
74,124057,Petrol,110,0,1600,69,1050,7950
72,123403,Petrol,110,0,1600,69,1050,6450
75,123104,Petrol,110,0,1600,85,1070,6650
74,123077,Petrol,86,0,1300,69,1015,7950
80,122820,Petrol,86,0,1300,69,1040,7250
77,122290,Petrol,110,0,1600,69,1050,7450
74,121900,Petrol,110,0,1600,69,1035,7950
77,121545,Petrol,110,0,1600,85,1070,7250
71,120474,Diesel,72,0,2000,185,1115,8250
76,120263,Diesel,72,0,2000,64,1135,8950
74,120196,Petrol,110,0,1600,69,1050,7750
71,120000,Petrol,110,0,1600,85,1085,8500
78,120000,Petrol,110,0,1600,85,1075,7750
73,115877,Petrol,110,0,1600,69,1035,5750
76,115345,Petrol,110,0,1600,85,1070,6900
71,115157,Petrol,110,0,1600,69,1050,6500
